Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Region,Country,Product_Category,Product_Name,Quantity,Unit_Price,Discount_Percentage,Total_Sales,Profit_Margin_Pct,Profit_Value
ORD-001159,2024-10-24,CUST-00912,Ethan Wright,18,Female,Europe,Netherlands,Electronics,GoPro Hero 12,2,413.98,4.0,794.84,16.1,127.97
ORD-001160,2024-10-24,CUST-00949,Aiden Mitchell,37,Female,North America,Mexico,Electronics,Apple MacBook Air M2,1,966.87,0.0,966.87,10.7,103.46
ORD-001161,2024-10-24,CUST-00679,Robert Martinez,25,Female,Europe,Germany,Home & Kitchen,French Press Coffee Maker,3,38.59,15.0,98.4,26.5,26.08
ORD-001162,2024-10-24,CUST-00645,Mia Brown,27,Male,Asia Pacific,Japan,Home & Kitchen,Smart Thermostat Google Nest,2,161.88,0.0,323.76,35.6,115.26
ORD-001163,2024-10-24,CUST-00753,Yuki Dupont,35,Male,Europe,UK,Electronics,USB-C Hub 7-in-1,2,60.46,5.0,114.87,8.5,9.76
ORD-001164,2024-10-24,CUST-00869,Karen Wright,34,Female,Europe,Netherlands,Clothing,Zara Wool Coat,4,159.93,22.0,498.98,45.1,225.04
ORD-001165,2024-10-25,CUST-01248,Noah Mitchell,35,Male,Middle East,UAE,Beauty & Personal Care,Olaplex No.3 Hair Perfector,2,31.57,10.0,56.83,48.2,27.39
ORD-001166,2024-10-25,CUST-01373,Carlos Harris,47,Male,Europe,Germany,Sports & Outdoors,Garmin GPS Running Watch,1,343.0,0.0,343.0,35.1,120.39
ORD-001167,2024-10-25,CUST-00526,Muhammad Williams,35,Female,Latin America,Colombia,Home & Kitchen,Instant Pot Duo 7-in-1,3,85.19,6.0,240.24,30.0,72.07
ORD-001168,2024-10-25,CUST-01177,Sarah Chen,36,Female,Middle East,Saudi Arabia,Home & Kitchen,Cuisinart 12-Piece Cookware Set,2,215.7,0.0,431.4,20.1,86.71
ORD-001169,2024-10-25,CUST-01641,Riley Wright,30,Male,Asia Pacific,Australia,Home & Kitchen,French Press Coffee Maker,2,43.19,8.0,79.47,30.5,24.24
ORD-001170,2024-10-25,CUST-01373,Carlos Harris,47,Male,Europe,Germany,Beauty & Personal Care,CeraVe Moisturizing Cream,4,20.36,11.0,72.48,35.3,25.59
ORD-001171,2024-10-25,CUST-01373,Carlos Harris,47,Male,Europe,Germany,Clothing,Timberland Boots,1,200.79,5.0,190.75,44.7,85.27
ORD-001172,2024-10-25,CUST-00912,Ethan Wright,18,Female,Europe,Netherlands,Clothing,Puma Running Shorts,3,27.34,15.0,69.72,30.6,21.33
ORD-001173,2024-10-26,CUST-01431,Sophia Thompson,40,Female,Asia Pacific,Australia,Home & Kitchen,Dyson V15 Vacuum,1,707.42,2.0,693.27,32.2,223.23
ORD-001174,2024-10-26,CUST-00402,Richard Martin,30,Female,Asia Pacific,South Korea,Sports & Outdoors,Trek FX3 Bicycle,1,765.28,13.0,665.79,23.3,155.13
ORD-001175,2024-10-26,CUST-01556,Lucas Miller,53,Male,North America,Mexico,Sports & Outdoors,Trek FX3 Bicycle,3,836.52,0.0,2509.56,36.2,908.46
ORD-001176,2024-10-26,CUST-00226,Jennifer Singh,28,Female,Europe,UK,Beauty & Personal Care,Philips Norelco Shaver,3,124.44,11.0,332.25,39.8,132.24
ORD-001177,2024-10-26,CUST-00260,Patricia Anderson,34,Male,Latin America,Colombia,Clothing,Gucci Belt,4,342.8,19.0,1110.67,39.7,440.94
ORD-001178,2024-10-26,CUST-00681,David Dupont,23,Female,Asia Pacific,Australia,Electronics,Apple MacBook Air M2,1,1070.65,7.0,995.7,16.7,166.28
ORD-001179,2024-10-27,CUST-00206,Amelia Lee,18,Female,Latin America,Colombia,Clothing,North Face Fleece Jacket,4,146.63,9.0,533.73,46.0,245.52
ORD-001180,2024-10-27,CUST-00380,Thomas Dupont,48,Male,North America,Canada,Home & Kitchen,Smart Thermostat Google Nest,1,162.15,3.0,157.29,39.5,62.13
ORD-001181,2024-10-27,CUST-00690,Riley Singh,40,Female,Asia Pacific,Singapore,Sports & Outdoors,TRX Suspension Trainer,1,190.05,0.0,190.05,32.7,62.15
ORD-001182,2024-10-27,CUST-00134,Charlotte Thompson,32,Female,Middle East,UAE,Beauty & Personal Care,Philips Norelco Shaver,1,111.34,19.0,90.19,47.2,42.57
ORD-001183,2024-10-27,CUST-00216,Harry Wang,39,Female,Asia Pacific,South Korea,Beauty & Personal Care,La Mer Moisturizing Cream,2,239.96,6.0,451.12,39.2,176.84
ORD-001184,2024-10-27,CUST-00985,Aiden Mitchell,23,Female,Europe,France,Beauty & Personal Care,Moroccanoil Hair Oil,2,34.0,0.0,68.0,49.9,33.93
ORD-001185,2024-10-27,CUST-01370,Aiden King,23,Male,North America,USA,Electronics,Sony PlayStation 5,1,508.29,9.0,462.54,13.4,61.98
ORD-001186,2024-10-27,CUST-01067,Carlos Martinez,31,Female,Asia Pacific,Japan,Sports & Outdoors,Peloton Bike+,2,2417.89,3.0,4690.71,28.6,1341.54
ORD-001187,2024-10-27,CUST-00908,Isabella Wilson,35,Male,Asia Pacific,South Korea,Sports & Outdoors,Camping Sleeping Bag -10°C,3,123.88,6.0,349.34,18.3,63.93
ORD-001188,2024-10-28,CUST-01425,Amelia Mitchell,32,Male,Middle East,Qatar,Electronics,GoPro Hero 12,2,390.21,0.0,780.42,15.2,118.62
ORD-001189,2024-10-28,CUST-00257,Laila Wang,54,Male,Middle East,UAE,Home & Kitchen,Roomba i7+ Robot Vacuum,2,756.49,6.0,1422.2,26.9,382.57
ORD-001190,2024-10-28,CUST-00438,Mia Patel,47,Female,Europe,Spain,Beauty & Personal Care,CeraVe Moisturizing Cream,4,17.74,3.0,68.83,39.5,27.19
ORD-001191,2024-10-28,CUST-01066,Sarah Chen,30,Male,North America,USA,Home & Kitchen,Cuisinart 12-Piece Cookware Set,2,204.62,5.0,388.78,28.7,111.58
ORD-001192,2024-11-01,CUST-00570,Carlos Wright,40,Female,Middle East,Qatar,Electronics,Dell XPS 15 Laptop,1,1458.72,16.0,1225.32,19.1,234.04
ORD-001193,2024-11-01,CUST-00479,William Wang,29,Female,North America,USA,Electronics,"LG OLED 55"" TV",1,1638.65,29.0,1163.44,18.0,209.42
ORD-001194,2024-11-01,CUST-01271,Carlos Martinez,30,Female,Latin America,Argentina,Home & Kitchen,Bamboo Cutting Board Set,2,38.06,10.0,68.51,33.0,22.61
ORD-001195,2024-11-01,CUST-00783,Aiden Nelson,49,Male,North America,Mexico,Sports & Outdoors,Yoga Mat Premium Non-Slip,1,53.55,0.0,53.55,25.2,13.49
ORD-001196,2024-11-01,CUST-00889,Lucas Kim,33,Male,Europe,Germany,Clothing,H&M Cotton T-Shirt Pack,3,27.95,0.0,83.85,46.3,38.82
ORD-001197,2024-11-01,CUST-01780,Layla Hall,36,Female,Europe,Spain,Electronics,iPad Pro 11-inch,2,1057.08,0.0,2114.16,10.8,228.33
ORD-001198,2024-11-01,CUST-01602,Rafael Flores,31,Male,Asia Pacific,South Korea,Clothing,Converse Chuck Taylor All Star,1,62.06,0.0,62.06,40.7,25.26
ORD-001199,2024-11-01,CUST-00995,Susan Miller,33,Male,North America,Mexico,Beauty & Personal Care,Moroccanoil Hair Oil,5,33.88,3.0,164.32,50.1,82.32
ORD-001200,2024-11-02,CUST-00580,Yuki Walker,31,Female,Europe,UK,Electronics,Ring Video Doorbell,1,175.6,13.0,152.77,16.0,24.44
ORD-001201,2024-11-02,CUST-00564,Ana Lee,26,Female,Latin America,Brazil,Beauty & Personal Care,Fenty Beauty Foundation,2,39.34,0.0,78.68,37.4,29.43
ORD-001202,2024-11-02,CUST-00096,Riley Torres,26,Female,Latin America,Brazil,Beauty & Personal Care,Moroccanoil Hair Oil,4,30.07,34.0,79.38,51.3,40.72
ORD-001203,2024-11-02,CUST-01096,Ethan Harris,23,Female,Middle East,UAE,Electronics,USB-C Hub 7-in-1,1,39.74,5.0,37.75,16.0,6.04
ORD-001204,2024-11-02,CUST-01573,Layla Mitchell,34,Male,Asia Pacific,Singapore,Home & Kitchen,Roomba i7+ Robot Vacuum,1,782.47,0.0,782.47,35.5,277.78
ORD-001205,2024-11-02,CUST-01336,Liam Müller,42,Female,Europe,Spain,Electronics,Samsung Galaxy S24,2,912.98,4.0,1752.92,17.0,298.0
ORD-001206,2024-11-02,CUST-01415,Ava Miller,44,Female,Latin America,Brazil,Electronics,Bose SoundLink Speaker,1,201.35,29.0,142.96,9.1,13.01
ORD-001207,2024-11-02,CUST-01429,Olivia Lopez,40,Male,Middle East,Saudi Arabia,Home & Kitchen,Ninja Air Fryer XL,1,95.55,16.0,80.26,23.5,18.86
ORD-001208,2024-11-02,CUST-00794,Harry Garcia,27,Male,North America,Mexico,Beauty & Personal Care,Neutrogena SPF 50 Sunscreen,3,20.57,26.0,45.67,54.1,24.71
ORD-001209,2024-11-02,CUST-01549,Mary King,53,Male,Europe,Spain,Clothing,Zara Wool Coat,3,196.59,0.0,589.77,38.0,224.11
ORD-001210,2024-11-03,CUST-00761,Priya Mitchell,20,Female,North America,Canada,Electronics,GoPro Hero 12,2,445.4,0.0,890.8,20.0,178.16
ORD-001211,2024-11-03,CUST-01738,Carlos Schmidt,41,Female,Asia Pacific,Singapore,Electronics,Bose SoundLink Speaker,2,180.23,0.0,360.46,18.1,65.24
ORD-001212,2024-11-03,CUST-00017,Sophia Young,27,Female,Europe,UK,Beauty & Personal Care,Philips Norelco Shaver,3,116.61,36.0,223.89,47.3,105.9
ORD-001213,2024-11-03,CUST-00978,William Carter,33,Male,Asia Pacific,Singapore,Clothing,Timberland Boots,1,177.75,44.0,99.54,34.1,33.94
ORD-001214,2024-11-03,CUST-01391,Charles Hill,28,Female,Middle East,UAE,Sports & Outdoors,Resistance Bands Set,1,34.9,2.0,34.2,35.2,12.04
ORD-001215,2024-11-03,CUST-00016,Amelia Fernandez,36,Female,Europe,Netherlands,Clothing,H&M Cotton T-Shirt Pack,2,29.19,50.0,29.19,45.1,13.16
ORD-001216,2024-11-03,CUST-01174,Mia Taylor,33,Female,North America,Canada,Clothing,Under Armour Sports Bra,3,42.58,0.0,127.74,49.4,63.1
ORD-001217,2024-11-03,CUST-00645,Mia Brown,27,Male,Asia Pacific,Japan,Beauty & Personal Care,Bath & Body Works Candle Set,4,42.38,38.0,105.1,57.9,60.85
ORD-001218,2024-11-03,CUST-00740,Hana Garcia,41,Female,Europe,Netherlands,Home & Kitchen,Smart Thermostat Google Nest,2,146.09,36.0,187.0,38.9,72.74
ORD-001219,2024-11-03,CUST-00009,Jennifer Roberts,37,Female,Latin America,Brazil,Electronics,Apple Watch Series 9,2,457.71,17.0,759.8,17.4,132.21
ORD-001220,2024-11-04,CUST-00532,Jennifer Davis,37,Female,North America,Canada,Sports & Outdoors,Garmin GPS Running Watch,2,330.75,0.0,661.5,33.9,224.25
ORD-001221,2024-11-04,CUST-00122,Priya Taylor,36,Male,Europe,Spain,Clothing,Converse Chuck Taylor All Star,1,78.68,0.0,78.68,44.9,35.33
ORD-001222,2024-11-04,CUST-00857,Linda Williams,28,Male,Asia Pacific,Japan,Clothing,H&M Cotton T-Shirt Pack,2,22.89,12.0,40.29,39.5,15.91
ORD-001223,2024-11-04,CUST-00184,Richard Müller,32,Female,Middle East,Saudi Arabia,Electronics,Samsung Galaxy S24,2,806.33,35.0,1048.23,13.6,142.56
ORD-001224,2024-11-04,CUST-00496,Ali Martin,28,Male,North America,Canada,Sports & Outdoors,Camping Sleeping Bag -10°C,3,117.13,0.0,351.39,30.9,108.58
ORD-001225,2024-11-05,CUST-00356,Emma Kim,52,Male,Latin America,Brazil,Clothing,Ray-Ban Aviator Sunglasses,3,155.22,0.0,465.66,47.0,218.86
ORD-001226,2024-11-05,CUST-00479,William Wang,29,Female,North America,USA,Clothing,Calvin Klein Underwear Set,2,34.63,11.0,61.64,35.1,21.64
ORD-001227,2024-11-05,CUST-01334,James Rossi,24,Male,Middle East,Saudi Arabia,Electronics,iPhone 15 Pro,1,1110.38,1.0,1099.28,18.2,200.07
ORD-001228,2024-11-05,CUST-00993,Wei Flores,46,Female,Asia Pacific,Japan,Electronics,Sony PlayStation 5,2,513.98,0.0,1027.96,19.2,197.37
ORD-001229,2024-11-05,CUST-01607,Oliver White,37,Female,Europe,UK,Home & Kitchen,LED Desk Lamp with USB,2,44.99,30.0,62.99,24.2,15.24
ORD-001230,2024-11-05,CUST-00816,Layla Miller,41,Male,Asia Pacific,Singapore,Home & Kitchen,Air Purifier HEPA,1,161.72,32.0,109.97,23.6,25.95
ORD-001231,2024-11-05,CUST-00724,Priya Fernandez,35,Male,Middle East,Qatar,Clothing,Zara Wool Coat,1,137.8,13.0,119.89,42.4,50.83
ORD-001232,2024-11-05,CUST-00419,Hana Mitchell,38,Female,Asia Pacific,India,Home & Kitchen,Bamboo Cutting Board Set,2,33.23,0.0,66.46,21.2,14.09
ORD-001233,2024-11-06,CUST-01594,Riley Johnson,18,Female,Asia Pacific,India,Beauty & Personal Care,The Ordinary Serum Set,1,19.15,37.0,12.06,44.6,5.38
ORD-001234,2024-11-06,CUST-01418,Lisa Davis,27,Male,North America,Mexico,Electronics,GoPro Hero 12,1,406.28,0.0,406.28,12.0,48.75
ORD-001235,2024-11-06,CUST-00551,Riley Wilson,32,Male,North America,Canada,Electronics,Canon EOS R50 Camera,2,750.1,1.0,1485.2,14.2,210.9
ORD-001236,2024-11-06,CUST-00523,Sarah Thompson,39,Female,Middle East,UAE,Beauty & Personal Care,Tatcha Rice Wash Cleanser,5,48.58,20.0,194.32,51.6,100.27
ORD-001237,2024-11-06,CUST-00462,Thomas White,43,Male,Europe,Italy,Electronics,Apple Watch Series 9,2,421.8,7.0,784.55,14.8,116.11
ORD-001238,2024-11-06,CUST-01549,Mary King,53,Male,Europe,Spain,Electronics,Bose SoundLink Speaker,1,169.19,29.0,120.12,14.5,17.42
ORD-001239,2024-11-06,CUST-01295,Ahmed Hill,43,Male,Middle East,Saudi Arabia,Electronics,Bose SoundLink Speaker,1,221.1,14.0,190.15,9.8,18.63
ORD-001240,2024-11-06,CUST-00615,Susan Williams,34,Male,Asia Pacific,Singapore,Home & Kitchen,Dyson V15 Vacuum,1,689.58,29.0,489.6,26.3,128.76
ORD-001241,2024-11-06,CUST-00972,Ethan Taylor,37,Female,Latin America,Colombia,Clothing,H&M Cotton T-Shirt Pack,4,26.93,18.0,88.33,38.3,33.83
ORD-001242,2024-11-07,CUST-00281,Mason Wang,41,Female,Middle East,UAE,Electronics,Apple MacBook Air M2,1,1035.26,0.0,1035.26,16.0,165.64
ORD-001243,2024-11-07,CUST-01328,Susan Schmidt,35,Male,Latin America,Argentina,Home & Kitchen,Air Purifier HEPA,1,206.39,17.0,171.3,21.9,37.51
ORD-001244,2024-11-07,CUST-00538,Joseph Martinez,39,Female,Latin America,Argentina,Clothing,North Face Fleece Jacket,1,125.86,39.0,76.77,34.3,26.33
ORD-001245,2024-11-07,CUST-00219,Hana Nguyen,35,Female,Middle East,Qatar,Home & Kitchen,Ninja Air Fryer XL,2,135.73,33.0,181.88,33.4,60.75
ORD-001246,2024-11-07,CUST-00347,Fatima Davis,47,Female,Middle East,Qatar,Sports & Outdoors,Camping Sleeping Bag -10°C,2,99.44,0.0,198.88,20.5,40.77
ORD-001247,2024-11-07,CUST-01137,Carlos Lee,25,Male,Europe,UK,Clothing,Uniqlo Down Jacket,4,118.34,0.0,473.36,45.4,214.91
ORD-001248,2024-11-07,CUST-00985,Aiden Mitchell,23,Female,Europe,France,Electronics,Ring Video Doorbell,2,120.53,7.0,224.19,16.8,37.66
ORD-001249,2024-11-07,CUST-00266,Emma Davis,46,Female,Europe,France,Clothing,Ray-Ban Aviator Sunglasses,4,177.55,0.0,710.2,51.1,362.91
ORD-001250,2024-11-07,CUST-01010,David Nelson,18,Male,Asia Pacific,Japan,Clothing,Zara Wool Coat,4,147.34,4.0,565.79,48.7,275.54
ORD-001251,2024-11-07,CUST-00736,Liam Dupont,46,Male,Latin America,Colombia,Clothing,Converse Chuck Taylor All Star,4,63.31,0.0,253.24,46.4,117.5
ORD-001252,2024-11-07,CUST-01129,Ali Dupont,43,Male,Latin America,Brazil,Clothing,Tommy Hilfiger Polo Shirt,3,68.64,15.0,175.03,46.4,81.21
ORD-001253,2024-11-08,CUST-00358,Isabella Baker,21,Male,Latin America,Brazil,Electronics,Canon EOS R50 Camera,2,816.44,11.0,1453.26,16.1,233.97
ORD-001254,2024-11-08,CUST-01609,Riley Johnson,27,Male,Asia Pacific,Singapore,Beauty & Personal Care,Charlotte Tilbury Lipstick,3,36.21,22.0,84.73,35.2,29.82
ORD-001255,2024-11-08,CUST-01171,Barbara Chen,39,Male,Middle East,UAE,Home & Kitchen,Weighted Blanket 15lbs,2,84.52,27.0,123.4,36.9,45.53
ORD-001256,2024-11-08,CUST-01058,Priya Müller,46,Female,North America,Canada,Clothing,Timberland Boots,3,162.61,0.0,487.83,41.1,200.5
ORD-001257,2024-11-08,CUST-00683,Chen Hill,46,Male,North America,Canada,Clothing,Levi's 501 Jeans,1,82.92,6.0,77.94,30.8,24.01
ORD-001258,2024-11-08,CUST-01219,Patricia Kim,35,Female,Europe,Germany,Electronics,Apple Watch Series 9,1,450.0,21.0,355.5,11.3,40.17
ORD-001259,2024-11-08,CUST-01780,Layla Hall,36,Female,Europe,Spain,Sports & Outdoors,Coleman 4-Person Camping Tent,1,138.1,35.0,89.77,32.6,29.27
ORD-001260,2024-11-09,CUST-00473,Fatima Khan,35,Female,Europe,UK,Home & Kitchen,LED Desk Lamp with USB,2,28.06,0.0,56.12,25.4,14.25
ORD-001261,2024-11-09,CUST-00786,Isabella Singh,24,Male,Latin America,Colombia,Electronics,iPhone 15 Pro,1,1073.24,13.0,933.72,13.4,125.12
ORD-001262,2024-11-09,CUST-00385,Ravi Anderson,37,Female,Asia Pacific,India,Home & Kitchen,Cuisinart 12-Piece Cookware Set,2,223.45,18.0,366.46,23.9,87.58
ORD-001263,2024-11-09,CUST-01761,Lucas Miller,40,Female,Europe,UK,Electronics,Apple Watch Series 9,1,467.84,12.0,411.7,13.2,54.34
ORD-001264,2024-11-09,CUST-01249,Hana Jackson,56,Female,North America,Canada,Clothing,Nike Air Max 270,2,142.8,0.0,285.6,31.4,89.68
ORD-001265,2024-11-09,CUST-00164,Chen Thompson,18,Female,North America,Canada,Sports & Outdoors,Camping Sleeping Bag -10°C,1,124.51,0.0,124.51,32.1,39.97
ORD-001266,2024-11-10,CUST-00284,Wei Ahmed,23,Male,Asia Pacific,Japan,Home & Kitchen,Air Purifier HEPA,2,183.14,13.0,318.66,37.0,117.9
ORD-001267,2024-11-10,CUST-01786,Yuki Jackson,30,Female,Asia Pacific,South Korea,Beauty & Personal Care,Olaplex No.3 Hair Perfector,3,38.45,0.0,115.35,56.9,65.63
ORD-001268,2024-11-10,CUST-00940,Robert Roberts,40,Female,Middle East,Qatar,Clothing,Uniqlo Down Jacket,1,113.73,42.0,65.96,33.7,22.23
ORD-001269,2024-11-10,CUST-00083,Ava Patel,25,Male,Middle East,Qatar,Electronics,Ring Video Doorbell,1,158.89,2.0,155.71,9.3,14.48
ORD-001270,2024-11-10,CUST-00369,Aiden Green,33,Female,Europe,Italy,Sports & Outdoors,Wilson Tennis Racket Pro,1,155.25,0.0,155.25,34.9,54.18
ORD-001271,2024-11-10,CUST-00360,Layla Lee,43,Female,Asia Pacific,Australia,Clothing,North Face Fleece Jacket,1,124.86,42.0,72.42,46.0,33.31
ORD-001272,2024-11-10,CUST-01271,Carlos Martinez,30,Female,Latin America,Argentina,Home & Kitchen,Cuisinart 12-Piece Cookware Set,1,244.07,39.0,148.88,28.2,41.98
ORD-001273,2024-11-11,CUST-01791,Lisa Green,46,Female,Asia Pacific,Singapore,Electronics,Ring Video Doorbell,2,163.98,0.0,327.96,13.0,42.63
ORD-001274,2024-11-11,CUST-00414,Ravi Lee,55,Male,Middle East,Qatar,Electronics,Sony WH-1000XM5 Headphones,1,273.53,0.0,273.53,16.0,43.76
ORD-001275,2024-11-11,CUST-01387,Ravi Hall,25,Male,Europe,Italy,Clothing,Uniqlo Down Jacket,2,94.26,0.0,188.52,35.4,66.74
ORD-001276,2024-11-11,CUST-00858,Muhammad Roberts,65,Female,Latin America,Colombia,Clothing,Calvin Klein Underwear Set,4,49.9,22.0,155.69,36.3,56.52
ORD-001277,2024-11-11,CUST-00460,Lisa Schmidt,47,Male,Middle East,UAE,Home & Kitchen,Smart Thermostat Google Nest,1,145.96,18.0,119.69,38.0,45.48
ORD-001278,2024-11-11,CUST-00402,Richard Martin,30,Female,Asia Pacific,South Korea,Electronics,USB-C Hub 7-in-1,1,54.87,0.0,54.87,19.9,10.92
ORD-001279,2024-11-11,CUST-01139,Liam Torres,18,Female,North America,USA,Beauty & Personal Care,Charlotte Tilbury Lipstick,2,37.97,4.0,72.9,55.9,40.75
ORD-001280,2024-11-11,CUST-00606,Ana Wilson,47,Male,Europe,UK,Clothing,Gucci Belt,3,428.64,0.0,1285.92,34.0,437.21
ORD-001281,2024-11-11,CUST-00847,Susan Lopez,25,Male,North America,USA,Home & Kitchen,Ninja Air Fryer XL,3,135.33,33.0,272.01,36.2,98.47
ORD-001282,2024-11-11,CUST-00008,Charlotte Williams,41,Female,Asia Pacific,India,Electronics,Apple MacBook Air M2,2,1124.76,0.0,2249.52,11.3,254.2
ORD-001283,2024-11-11,CUST-01762,Wei White,30,Male,Asia Pacific,South Korea,Home & Kitchen,French Press Coffee Maker,1,40.04,23.0,30.83,32.8,10.11
ORD-001284,2024-11-12,CUST-01002,Laila Williams,41,Male,Middle East,Saudi Arabia,Clothing,Uniqlo Down Jacket,1,80.98,26.0,59.93,31.9,19.12
ORD-001285,2024-11-12,CUST-00553,Riley Taylor,19,Female,Middle East,Qatar,Electronics,Canon EOS R50 Camera,2,728.58,21.0,1151.16,11.6,133.53
ORD-001286,2024-11-12,CUST-00229,Harry Harris,24,Male,Europe,Spain,Sports & Outdoors,Hydro Flask 32oz Water Bottle,2,46.44,24.0,70.59,24.6,17.37
ORD-001287,2024-11-12,CUST-01435,Noah Green,46,Male,North America,Mexico,Home & Kitchen,Nespresso Vertuo Coffee Machine,2,206.38,35.0,268.29,40.0,107.32
ORD-001288,2024-11-12,CUST-00654,Mary Martinez,21,Male,North America,Canada,Sports & Outdoors,Bowflex SelectTech Dumbbells,2,367.93,24.0,559.25,19.1,106.82
ORD-001289,2024-11-13,CUST-01067,Carlos Martinez,31,Female,Asia Pacific,Japan,Home & Kitchen,Air Purifier HEPA,1,259.7,33.0,174.0,30.5,53.07
ORD-001290,2024-11-13,CUST-00778,Noah Allen,18,Male,Latin America,Argentina,Beauty & Personal Care,Moroccanoil Hair Oil,4,31.94,17.0,106.04,53.1,56.31
ORD-001291,2024-11-13,CUST-00077,Joseph Jackson,23,Female,Middle East,UAE,Electronics,GoPro Hero 12,2,432.78,0.0,865.56,8.0,69.24
ORD-001292,2024-11-13,CUST-01652,Richard Allen,37,Female,Asia Pacific,Japan,Beauty & Personal Care,The Ordinary Serum Set,3,20.73,30.0,43.53,43.6,18.98
ORD-001293,2024-11-13,CUST-00189,Ethan Kim,38,Male,North America,Mexico,Electronics,Apple Watch Series 9,2,405.09,25.0,607.63,19.7,119.7
ORD-001294,2024-11-13,CUST-00362,Lucas Kim,40,Male,Latin America,Colombia,Clothing,Tommy Hilfiger Polo Shirt,1,57.01,0.0,57.01,34.9,19.9
ORD-001295,2024-11-13,CUST-01328,Susan Schmidt,35,Male,Latin America,Argentina,Clothing,Under Armour Sports Bra,1,56.65,29.0,40.22,45.2,18.18
ORD-001296,2024-11-13,CUST-01023,Emma Nguyen,31,Female,Latin America,Brazil,Electronics,Sony WH-1000XM5 Headphones,2,321.14,23.0,494.56,9.2,45.5
ORD-001297,2024-11-13,CUST-01414,William Wright,31,Male,North America,USA,Electronics,USB-C Hub 7-in-1,1,52.88,0.0,52.88,12.4,6.56
ORD-001298,2024-11-13,CUST-00234,Layla Davis,29,Female,Europe,Netherlands,Home & Kitchen,Instant Pot Duo 7-in-1,2,79.32,0.0,158.64,25.2,39.98
ORD-001299,2024-11-14,CUST-00628,Mia Rossi,29,Female,Latin America,Argentina,Home & Kitchen,KitchenAid Stand Mixer,2,444.78,19.0,720.54,30.6,220.49
ORD-001300,2024-11-14,CUST-01081,Fatima Young,31,Male,Asia Pacific,Singapore,Home & Kitchen,Air Purifier HEPA,1,215.22,0.0,215.22,33.2,71.45
ORD-001301,2024-11-14,CUST-00527,Michael Fernandez,42,Male,Latin America,Colombia,Clothing,North Face Fleece Jacket,3,114.37,9.0,312.23,36.0,112.4
ORD-001302,2024-11-14,CUST-01640,Harry Chen,38,Male,Asia Pacific,Australia,Home & Kitchen,Dyson V15 Vacuum,2,626.24,24.0,951.88,35.6,338.87
ORD-001303,2024-11-14,CUST-01370,Aiden King,23,Male,North America,USA,Home & Kitchen,IKEA KALLAX Shelf Unit,3,182.36,36.0,350.13,39.7,139.0
ORD-001304,2024-11-14,CUST-01323,Ethan Khan,43,Female,Latin America,Colombia,Sports & Outdoors,Fitbit Charge 6,2,160.4,22.0,250.22,22.3,55.8
ORD-001305,2024-11-14,CUST-01694,Yuki Lopez,33,Male,Asia Pacific,Australia,Clothing,Levi's 501 Jeans,3,75.78,0.0,227.34,54.5,123.9
ORD-001306,2024-11-15,CUST-01404,Oliver Green,43,Female,North America,Mexico,Electronics,iPad Pro 11-inch,1,886.69,20.0,709.35,17.6,124.85
ORD-001307,2024-11-15,CUST-00331,Priya Brown,45,Female,Europe,France,Clothing,Ray-Ban Aviator Sunglasses,4,170.28,0.0,681.12,30.2,205.7
ORD-001308,2024-11-15,CUST-00234,Layla Davis,29,Female,Europe,Netherlands,Electronics,Apple MacBook Air M2,2,1056.95,12.0,1860.23,11.9,221.37
ORD-001309,2024-11-15,CUST-01577,Amelia Wright,25,Male,North America,Mexico,Home & Kitchen,Weighted Blanket 15lbs,3,71.32,2.0,209.68,37.2,78.0
ORD-001310,2024-11-15,CUST-01235,Yuki Green,32,Male,Asia Pacific,Singapore,Home & Kitchen,Roomba i7+ Robot Vacuum,2,665.72,30.0,932.01,31.5,293.58
ORD-001311,2024-11-15,CUST-01489,Wei Santos,38,Female,Middle East,Saudi Arabia,Beauty & Personal Care,Tatcha Rice Wash Cleanser,2,45.51,14.0,78.28,47.7,37.34
ORD-001312,2024-11-15,CUST-00392,Oliver Dupont,18,Female,Middle East,Qatar,Clothing,Adidas Ultraboost Shoes,3,154.58,7.0,431.28,46.9,202.27
ORD-001313,2024-11-15,CUST-01043,Jessica Hall,37,Male,North America,Canada,Clothing,Gucci Belt,1,336.45,50.0,168.22,39.3,66.11
ORD-001314,2024-11-15,CUST-01323,Ethan Khan,43,Female,Latin America,Colombia,Electronics,Samsung Galaxy S24,2,941.89,36.0,1205.62,10.6,127.8
ORD-001315,2024-11-15,CUST-00773,Thomas Kim,18,Male,North America,Mexico,Clothing,Levi's 501 Jeans,4,87.02,17.0,288.91,39.5,114.12
ORD-001316,2024-11-16,CUST-01303,Mia Green,36,Male,Middle East,Qatar,Home & Kitchen,Roomba i7+ Robot Vacuum,3,732.52,9.0,1999.78,28.8,575.94
ORD-001317,2024-11-16,CUST-00255,Carlos Santos,31,Female,North America,USA,Home & Kitchen,Roomba i7+ Robot Vacuum,3,695.24,13.0,1814.58,30.1,546.19
ORD-001318,2024-11-16,CUST-00436,Ana Khan,18,Male,Middle East,UAE,Home & Kitchen,Bamboo Cutting Board Set,1,42.0,26.0,31.08,35.5,11.03
ORD-001319,2024-11-16,CUST-01275,James Roberts,24,Female,Asia Pacific,India,Beauty & Personal Care,Moroccanoil Hair Oil,3,38.36,30.0,80.56,56.1,45.19
